Name,Image Name,Images Folder
Parking RTA near Middlesex University,Parking_RTA_Middlesex_University.png,C:\ProgramData\GMAPExtractor\temp\df8fb78e-4492-4eda-b35c-ae7323d38cfe
Mini cooper garage,mini_cooper_garage.png,C:\ProgramData\GMAPExtractor\temp\f03ad995-56f3-44d6-a97d-90a22326bd5d
Mamzar beach parking,mamzar_beach_parking.png,C:\ProgramData\GMAPExtractor\temp\beec5872-5521-41d8-b08c-880fe5a56898
Bu Teez Parking 2,Bu_Teez_Parking_2.png,C:\ProgramData\GMAPExtractor\temp\61488874-39f0-4d44-8141-80c8b468ed44
RTA PUBLIC Parking,RTA_PUBLIC_Parking.png,C:\ProgramData\GMAPExtractor\temp\1dc331d1-78dd-4469-aa9b-6b30b35d0298
The Square @ISD Parking,The_Square_ISD_Parking.png,C:\ProgramData\GMAPExtractor\temp\78791da7-a7bf-4b76-b752-5c0d1994d29d
Nakheel Mall,nakheel_mall.png,C:\ProgramData\GMAPExtractor\temp\5f74113f-c2a1-4496-a6e9-d1051c6e1c24
Tradecentre parking,tradecentre_parking.png,C:\ProgramData\GMAPExtractor\temp\32ee11c2-daf0-4962-8cc7-b2e8e24dba30
Aramex Al Barsha Mobile Outlet,Aramex_Al_Barsha_Mobile_Outlet.png,C:\ProgramData\GMAPExtractor\temp\ec03dfff-a40c-494b-b5fd-81d50b31e41b
Sunset Beach,sunset_beach.png,C:\ProgramData\GMAPExtractor\temp\df95e4b7-418a-47d1-adb6-ff489e03151b
The Beach • JBR,The_Beach_JBR.png,C:\ProgramData\GMAPExtractor\temp\4be189d9-4e16-472f-949a-082398274162
eZhire Technologies - Car Rental Dubai,eZhire-Technologies-Car-Rental-Dubai.png,C:\ProgramData\GMAPExtractor\temp\9d9e3b30-2395-4df3-bb22-0fcae9eb8f29
Aramex,Aramex.png,C:\ProgramData\GMAPExtractor\temp\839f244d-7794-4c78-ae1f-509c0852d2ab
RTA Customer Happiness Center - Al Manara,RTA_Customer_Happiness_Center_Al_Manara.png,C:\ProgramData\GMAPExtractor\temp\3a6301ab-8635-4244-8ae3-aff0f636bf21
Aramex Locker,Aramex_Locker.png,C:\ProgramData\GMAPExtractor\temp\5269dc05-4636-415b-90de-8e1aa21c09f7
